"영문명","한글명","국가명_영문","국가명_한글","지역","주_영문","주_한글","도시명_영문","도시명_한글","홈페이지"
"Arnage Airport","아르나쥐 공항","France","프랑스","유럽","","","Le Mans","르망",""
"Atlantique Airport","아틀란티끄 공항","France","프랑스","유럽","","","Nantes","낭트","www.nantes.aeroport.fr"
"Avignon-Caum Airport","아비뇽 코움 공항","France","프랑스","유럽","","","Avignon","아비뇽","www.avignon.aeroport.fr"
"Beauvais Airport (Tille)","보배 공항 (틸르)","France","프랑스","유럽","","","Paris","파리","www.aeroportbeauvais.com/airport/"
"Beziers-Vias Airport","베이지에르 비어스 공항","France","프랑스","유럽","","","Beziers","베이지에르","www.beziers.aeroport.fr"
"Biarritz-Parme Airport (Biarritz-Bayonne-Anglt )","비아리츠 팜 공항 (바이리츠, 배욘 앙글트)","France","프랑스","유럽","","","Biarritz","비아리츠","www.biarritz.aeroport.fr/"
"Bordeaux - Merignac Airport","보르도 메리낙 공항","France","프랑스","유럽","","","Bordeaux","보르도","www.bordeaux.aeroport.fr/"
"Saint Etienne - Boutheon Airport","상악타엔 부데온 공항","France","프랑스","유럽","","","Saint Etienne","세인트 에티엔","www.aeroport-saint-etienne.fr/"
"Ajaccio Napoleon bonarparte Airport (formerly )(Ajaccio Campo dell'Oro Airport )","아작시오 나폴레옹 보나파르트 공항 (구> 아작시오 캄포 델 오로 공항)","France","프랑스","유럽","","","Ajaccio","아작시오","www.aeroport.fr/les-aeroports-de-l-uaf/ajaccio-napoleon-bonaparte.php"
"Chambery Aix-les-Bains Airport","샹베리 액스레뱅 공항","France","프랑스","유럽","Aix-les-Bains","액스레벵","Chambery","샹베리","www.chambery-airport.com"
"Charles De Gaulle Airport","샤를 드 골 공항","France","프랑스","유럽","","","Paris","파리","www.adp.fr"
"Clermont-Ferrand Auvergne Airport (Aulnat )","클레몽 페랑 오베뉴 공항 ( 아울낫 )","France","프랑스","유럽","","","Clermont-Ferrand","클레몽 페랑","www.clermont-aeroport.com/"
"Colmar-Houssen Airport","콜마르 후센 공항","France","프랑스","유럽","","","Colmar","콜마르",""
"Cote d' Azur Airport","코트 다쥐르 공항","France","프랑스","유럽","","","Nice","니스","www.nice.aeroport.fr"
"Entzheim Airport (Strasbourg International)","앙쯔하임 공항 (스트라스부르 국제공항)","France","프랑스","유럽","","","Strasbourg","스트라스부르","www.strasbourg.aeroport.fr"
"EuroAirport Basel Mulhouse Freiburg","유로 공항 (  물루즈 바젤 프라이부르크 )","France","프랑스","유럽","","","Mulhouse/  Basel /  Freiburg","바젤 /  물루즈  / 프라이브루크","www.euroairport.com/"
"Guipavas Airport","구이파바스 공항","France","프랑스","유럽","","","Brest","브레스트","www.brest.aeroport.fr/en/"
"Lann Bihoue Airport","란 비호웨 공항","France","프랑스","유럽","","","Lorient","로리앙","www.lorient.aeroport.fr"
"Le Sequestre Airport","레 세퀘스트 공항","France","프랑스","유럽","","","Albi","알비",""
"Lesquin Airport","레스킨 공항","France","프랑스","유럽","","","Lille","릴","www.lille.aeroport.fr/"
"Limoges - Bellegarde Airport","리모주 벨가르드 공항","France","프랑스","유럽","","","Limoges","리모주","www.aeroportlimoges.com/"
"Mandelieu Airport","만델리 공항","France","프랑스","유럽","","","Cannes","칸","www.cannes.aeroport.fr (in French)"
"Maupertus Airport","모페르투스 공항","France","프랑스","유럽","","","Cherbourg","셰르부르","www.cherbourg-cotentin.cci.fr"
"Mediterranee Airport","메디테라니 공항","France","프랑스","유럽","","","Montpellier","몽펠리에","montpellier.aeroport.fr"
"Metz Nancy Lorraine Airport","메스 낭시 로레인 공항","France","프랑스","유럽","","","Metz","메스","www.metz-nancy-lorraine.aeroport.fr/"
"Mirecourt Airport","미레쿠 공항","France","프랑스","유럽","","","Epinal","에피날","www.epinal-mirecourt.aeroport.fr"
"Nimes-Arles-Camargue-Cevennes Airport (Nimes Garons Airport) (Nimes Airport)","님 아를 카마규 공항","France","프랑스","유럽","","","Nimes","님","www.nimes-aeroport.fr"
"Octeville Airport","옥테빌르 공항","France","프랑스","유럽","","","Le Havre","르아브르","www.havre.aeroport.fr"
"Orly Airport","오를리 공항","France","프랑스","유럽","","","Paris","파리","www.adp.fr/"
"Pleurtuit Airport","플뢰르튀트 공항","France","프랑스","유럽","","","Dinard","디나르",""
"Poretta Airport","포레타 공항","France","프랑스","유럽","","","Bastia","바스티아","www.bastia.aeroport.fr/"
"Provence Airport","프로방스 공항","France","프랑스","유럽","","","Marseille","마르세유","www.mrsairport.com; www.marseille.aeroport.fr"
"Pyrenees Airport","퓌레네 공항","France","프랑스","유럽","","","Pau","포","www.pau.aeroport.fr/index.cfm?&lg=EN"
"Quimper Pluguffan Airport","큄퍼 플러구팽 공항","France","프랑스","유럽","","","Quimper","큄퍼","www.quimper.aeroport.fr"
"Reims Champagne Airport","랭스 샴페인 공항","France","프랑스","유럽","","","Reims","랭스",""
"Rivesaltes Airport","리베살테 공항","France","프랑스","유럽","","","Perpignan","페르피냥",""
"Roumanires Airport","루마네레 공항","France","프랑스","유럽","","","Bergerac","벨주락","www.bergerac.aeroport.fr"
"Saint-Geoirs Airport (Saint Geoirs Airport)","생 쥐아즈 공항","France","프랑스","유럽","","","Grenoble","그르노블","www.grenoble-airport.com"
"Sainte Catherine Airport","생테 캐트린 공항","France","프랑스","유럽","","","Calvi","칼비","www.calvi.aeroport.fr"
"Salvaza Airport","살바자 공항","France","프랑스","유럽","","","Carcassonne","카르카손","www.carcassonne.aeroport.fr/uk/"
"St Nazaire Montoir Airport","생나제르 몽트와 공항","France","프랑스","유럽","","","St Nazaire","생나제르",""
"Tarbes-Ossun-Lourdes  Airport (Tarbes-Lourdes-Pyrenees Airport)","타르부 우순 루르드 국제공항","France","프랑스","유럽","","","Lourdes/Tarbes","루르드/타르브",""
"Toulon Hyeres Airport (Hyeres Le Palyvestre Airport)","툴롱 예르 공항 (예르 팔리베스트르 공항)","France","프랑스","유럽","","","Toulon","툴롱","toulon-hyeres.aeroport.fr/"
"Toulouse - Blagnac Airport","툴루즈 블라냑 공항","France","프랑스","유럽","","","Toulouse","툴루즈","www.toulouse.aeroport.fr/fr/default.asp"
"Augsburg-Muehlhausen Airport","아우스버그 무엘하우젠 공항","Germany","독일","유럽","","","Munich","뮌헨","www.augsburg-airport.de"
"Blankensee Airport (Lubeck Airport","블랑켄지이 공항 / 뤼벡 공항","Germany","독일","유럽","","","Hamburg / Lubeck","함부르크 / 뤼벡","www.flughafen-luebeck.de"
"Bremen Airport","브레멘 공항","Germany","독일","유럽","","","Bremen","브레멘","www.airport-bremen.de/"
"Cologne Bonn Airport","쾰른 본 공항","Germany","독일","유럽","","","Cologne","쾰른","www.airport-cgn.de/"
"Dresden Klotzsche Airport","드레스덴 클로츠 공항","Germany","독일","유럽","","","Dresden","드레스덴","www.dresden-airport.de/"
"Echterdingen Airport","에흐테르뎅겐 공항","Germany","독일","유럽","","","Stuttgart","슈투트가르트","www.flughafen-stuttgart.de/sys/index.php"
"Egelsbach Airport","에겔스바흐	공항","Germany","독일","유럽","","","Egelsbach","에겔스바흐","www.egelsbach-airport.com"
"Erfurt Airport","에르푸르트 공항","Germany","독일","유럽","","","Erfurt","에르푸르트",""
"Frankfurt International Airport ( Rhein Main )","프랑크푸르트 국제공항  ( 라인 마인 )","Germany","독일","유럽","","","Frankfurt","프랑크푸르트","www.airportcity-frankfurt.de/cms/default/rubrik/9/9347.htm"
"Friedrichshafen Airport (Bodensee Airport)","프리드리히스하펜 공항 (보덴제 공항)","Germany","독일","유럽","","","Friedrichshafen  / Bodensee","프리드리히스하펜 / 보덴제","www.fly-away.de/"
"Fuhlsbuettel Airport","풀쉬비텔 공항","Germany","독일","유럽","","","Hamburg","함부르크","www.ham.airport.de"
"Hahn Airport","한 공항","Germany","독일","유럽","","","Frankfurt","프랑크푸르트","www.hahn-airport.de"
"Hanover / Langenhagen International Airport","하노버 랭젠히겐 국제공항","Germany","독일","유럽","","","Hanover","하노버","www.hannover-airport.de/"
"Laage Airport","라아게 공항","Germany","독일","유럽","","","Rostock-Laage","로스토크라아게",""
"Leipzig/Halle Airport ( Schkeuditz )","라이프치히/할레 지역공항  ( 슈케우디츠 )","Germany","독일","유럽","","","Leipzig / Halle","라이프치히 / 할레","www.leipzig-halle-airport.de/de/home/index.html"
"Monchengladbach Airport","묀헨그라드바 공항","Germany","독일","유럽","","","Dusseldorf","뒤셀도르프","www.flughafen-mgl.de"
"Munich International Airport","뮌헨 국제공항","Germany","독일","유럽","","","Munich","뮌헨","www.munich-airport.de"
"Munster Osnabruck International Airport","먼스토 오스나브룩 국제공항","Germany","독일","유럽","","","Greven","그라픈","www.fmo.de/"
"Nuremberg Airport","뉘른베르크 공항","Germany","독일","유럽","","","Nuremberg","뉘른베르크","www.airport-nuernberg.de/english"
"Rhein-Ruhr Airport ( Dusseldorf International )","라인 루르 공항  ( 뒤셀도르프 국제공항 )","Germany","독일","유럽","","","Dusseldorf","뒤셀도르프","www.flughafen-duesseldorf.de/"
"Schoenefeld  International Airport ( Berlin Brandenburg International )","쉐너펠트 국제공항  ( 베를린 브란덴부르그 국제공항 )","Germany","독일","유럽","","","Berlin","베를린","www.berlin-airport.de/"
"Soellingen Airport (Baden Airpark)","쇨링젠 공항 (바덴 에어파크)","Germany","독일","유럽","","","Karlsruhe/Baden Baden","카를스루에/바덴 바덴","www.badenairpark.de/"
"Tegel International Airport","테겔 국제공항","Germany","독일","유럽","","","Berlin","베를린","www.berlin-airport.de/"
"North Front Airport","노스 프론트 공항","Gibraltar","스페인","유럽","","","Gibraltar","지브롤터",""
"Aktion Airport","악티온 공항","Greece","그리스","유럽","","","Preveza/Lefkas","프레베자 / 레프카스",""
"Araxos Airport","아락소스 공항","Greece","그리스","유럽","","","Patras","파트라스","www.hcaa-eleng.gr/araxos.htm"
"Aristotelis Airport","아리스토텔스 공항","Greece","그리스","유럽","","","Kastoria","카스토리아",""
"Omiros Airport (Chios Island National Airport)","오미로스 공항 (키오스 아일랜드 내셔널 공항)","Greece","그리스","유럽","","","Chios","키오스",""
"Demokritos Airport","데모크리토스 공항","Greece","그리스","유럽","","","Alexandroupolis","알렉산두르폴리스","www.alexandroupolisairport.gr"
"Diagoras Airport","디아고라스 공항","Greece","그리스","유럽","","","Rhodes","로도스",""
"Eleftherios Venizelos International Airport","엘레프테리오스 베니젤로스 국제공항","Greece","그리스","유럽","","","Athens / Sparta","아테네 / 스파르타","www.aia.gr"
"Ikaria Island National Airport","이카리아 아일랜드 내셔널 공항","Greece","그리스","유럽","","","Ikaria","이카리아",""
"King Pyrros Airport (Ioannina National Airport)","킹 피로스 공항 (요아니나 내셔널 공항)","Greece","그리스","유럽","","","Ioannina","요아니나",""
"Kalamata International Airport","칼라마타 국제공항","Greece","그리스","유럽","","","Kalamata","칼라마타",""
"Karpathos Island National Airport","카파토스 아일랜드 내셔널 공항","Greece","그리스","유럽","","","Karpathos","카파토스",""
"Kefalonia Island International Airport (Argostolion)","케팔로니아 아일랜드 국제공항 (아르고스톨리온)","Greece","그리스","유럽","","","Kefallinia (Cephallonia)","케팔로니아",""
"Kithira Island National Airport","키시라 아일랜드 내셔널 공항","Greece","그리스","유럽","","","Kythira ( Kithira )","키시라",""
"Ippokratis International Airport (Kos Island International Airport)","히포크라테스 국제공항 (코스 아일랜드 국제공항)","Greece","그리스","유럽","","","Kos","코스",""
"Lemnos International Airport","레노스 국제공항","Greece","그리스","유럽","","","Lemnos ( Limnos )","레노스",""
"Leros Airport","레로스 공항","Greece","그리스","유럽","","","Leros","레로스",""
"Corfu International Airport (loannis Kapodistrias (Capodistias) International Airport)","코르푸 국제공항 (이오아니스 카포디스트리아스 공항)","Greece","그리스","유럽","","","Corfu / Kerkyra","코르푸 / 커만샤",""
"Thessaloniki International Airport (Makedonia Airport)","테살로니키 국제공항 (마케도니아 공항)","Greece","그리스","유럽","","","Thessaloniki","테살로니키","thessalonikiairport.gr"
"Kavala International Airport (Alexander the Great Airport ) (Megas Alexandros Airport)","카발라 국제공항 (메가스 알렉산드로스 공항)","Greece","그리스","유럽","","","Kavala","카발라",""
